ID_100133	Der Mieter will den Maler bezahlen. Der ist	Der ist krank geworden.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Maler"""	1
ID_100151	Der Auszubildende soll den Buchhalter sehen. Dieser hat	Dieser hat eine wichtige Information für ihn.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Buchhalter"""	1
ID_100061	Den Reiseleiter will der Busfahrer wecken. Dieser ist	Dieser ist in seinem Zimmer eingeschlafen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Reiseleiter"""	1
ID_100157	Der Trainer will den Sieger ehren. Dieser hat	Dieser hat ein wichtiges Spiel gewonnen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Sieger"""	1
ID_100037	Den Chef will der Sekretär stören. Dieser ist	Dieser ist gerade in einem wichtigen Telefonat.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Chef"""	1
ID_100205	Der Babysitter will den Jungen tadeln. Er hat	Er hat das Spielzeug im Wohnzimmer verstreut.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Jungen"""	1
ID_100127	Der Bäckermeister will den Unruhestifter melden. Der ist	Der ist in die Bäckerei eingebrochen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Unruhestifter"""	1
ID_100019	Den Raser will der Polizist prüfen. Der hat	Der hat einen Unfall verursacht.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Raser"""	1
ID_100121	Der Sanitäter muss den Verletzten tragen. Der ist	Der ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Verletzten"""	1
ID_100025	Den Direktor will der Schüler begrüßen. Der hat	einen großen Hund.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Hund"""	0
ID_100211	Der Regisseur will den Schauspieler unterstützen. Er hat	Er hat eine schwierige Rolle zu spielen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Schauspieler"""	1
ID_100145	Der Pfleger soll den Opa baden. Dieser hat	Dieser hat sich beim Fußballspielen verletzt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Opa"""	1
ID_100001	Den Professor soll der Doktorand vertreten. Der hat	eine wichtige Konferenz in London.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Professor"""	1
ID_100079	Den Anfänger will der Fahrer überholen. Er ist	Er ist mit hoher Geschwindigkeit unterwegs.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fahrer"""	1
ID_100163	Der Lehrer will den Klassensprecher loben. Dieser hat	Dieser hat ein Referat über den Klimawandel gehalten.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Klassensprecher"""	1
ID_100181	Der Vater will den Sohn küssen. Er hat	Er hat eine große Überraschung für ihn.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Sohn"""	0
ID_100193	Der Student will den Dozenten treffen. Er hat	Er hat eine wichtige Frage zu klären.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Studenten"""	1
ID_100109	Der Soldat will den Kameraden überraschen. Der ist	Der ist in einem Hinterhalt gefangen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kameraden"""	1
ID_100169	Der Vorgesetzte will den Assistenten suchen. Dieser hat	Dieser hat sich in der Stadt verirrt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Assistenten"""	1
ID_100115	Der Pförtner soll den Hausmeister benachrichtigen. Der ist	Der ist im Büro und arbeitet.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Hausmeister"""	1
ID_100073	Den Kranken soll der Samariter pflegen. Er ist	Er ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kranken"""	1
ID_100049	Den Ordnungshüter soll der Passant informieren. Dieser ist	Dieser ist von einem Fahrradfahrer angegriffen worden.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Passanten"""	1
ID_100031	Den Clown will der Komödiant einladen. Der hat	einen großen Schuh verloren.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Clown"""	1
