ID_100539	Der Busfahrer will den Reiseleiter wecken. Der ist	Der ist auf dem Kopf sitzend eingeschlafen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Reiseleiter"
ID_100434	Den Buchhalter soll der Auszubildende sehen. Der hat	Das neue System perfekt erstellt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Buchhalter"
ID_100399	Den Star will der Bodyguard verstecken. Der hat	Den Star will der Bodyguard verstecken. Der hat sich beim Warten	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Star"
ID_100525	Der Anwalt will den Angeklagten kontrollieren. Der ist	vom Gericht angeklagt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	"Gericht angeklagt"
ID_100455	Den Fachmann will der Kunde aufsuchen. Dieser ist	ein Arzt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "der Fachmann"
ID_100546	Der Passant soll den Ordnungshüter informieren. Der ist	Der ist auf der anderen Straßenseite angekommen, nachdem er zuvor den Autofahrer verfolgt hat.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Ordnungshüter".
ID_100462	Den Kranken soll der Samariter pflegen. Dieser ist	Von einem Wolf überrascht worden	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Kranken.
ID_100518	Den Hausmeister soll der Pförtner benachrichtigen. Er ist	Er ist von einem Hund angefallen worden.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Hausmeister"
ID_100630	Der Polizist will den Raser prüfen. Er hat	Er hat ein hohes Tempo unter der angegebenen Geschwindigkeit beobachtet.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Raser"
ID_100567	Der Manager soll den Bewerber einstellen. Dieser hat	Dieser hat die besten Noten bekommen	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das bezieht sich auf "Bewerber"
ID_100553	Der Verkäufer soll den Dieb anzeigen. Der ist	in das Geschäft eingedrungen, aber vor seiner Festnahme konnte er sich entfernen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Der ist in das Geschäft eingedrungen, aber vor seiner Festnahme konnte er sich entfernen.
ID_100504	Den Unruhestifter will der Bäckermeister melden. Er ist	Er ist ein junger, runder Mensch in den besten Jahren.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Unruhestifter"
ID_100623	Der Journalist soll den Abenteurer fotografieren. Er hat	Ein mysteriöses Artefakt aus den Anden entdeckt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Abenteurer"
ID_100574	Der Vater will den Sohn küssen. Dieser hat	dieser hat einen Streit mit einem Klassenkameraden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Dieser bezieht sich auf "Sohn"
ID_100427	Den Klassensprecher will der Lehrer loben. Der hat	Ein Referat über Elektromotoren gehalten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Klassensprecher"
ID_100637	Der Ober soll den Koch loben. Er hat	Ein köstliches Gericht für ihn gekocht.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Koch"
ID_100441	Den Besucher will der Abiturient erschrecken. Dieser ist	dieser ist gerade erst in sein Bett gegangen und will sich nun umziehen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf "Besucher".
ID_100511	Den Verletzten muss der Sanitäter tragen. Er ist	Er ist von einem Auto angefahren worden.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Verletzten"
ID_100497	Den Angestellten will der Wachmann retten. Er ist	In einen tiefen Brunnen gestürzt und nun dort festgekettet.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Angestellten"
ID_100483	Den Kameraden will der Soldat überraschen. Er ist	In einen Hinterhalt geraten	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Es ist "Der Soldat"
ID_100413	Den Sieger will der Trainer ehren. Der hat	Den hat er im Fußball verraten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "den Sieger"
ID_100588	Der Student will den Dozenten treffen. Dieser hat	einen Vortrag über Literatur der Nachkriegszeit vorbereitet.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Dozenten"
ID_100490	Den Maler will der Mieter bezahlen. Er ist	Er ist für die Reparaturen am Mietobjekt zuständig.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Mieter"
ID_100476	Den Anfänger will der Fahrer überholen. Dieser ist	dieser ist auf eine rote Ampel gestoßen	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	"Dieser" bezieht sich auf "Anfänger".
ID_100602	Der Babysitter will den Jungen tadeln. Dieser hat	Die Süßigkeiten aus dem Laden genommen, die ihm verboten waren.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Jungen"
ID_100448	Den Geschäftsmann will der Steuerberater warnen. Dieser ist	von seinen Geschäften getrieben, findet kaum Zeit für Familie und Freunde.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Geschäftsmann"
ID_100469	Den Gast soll der Kellner bedienen. Dieser ist	Dieser ist vom Gast gewünscht	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Kellner"
ID_100406	Den Opa soll der Pfleger baden. Der hat	... sich in seinem Urin gefallen lassen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "den Opa"
ID_100581	Der Arzt will den Patienten untersuchen. Dieser hat	einen gebrochenen Arm	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	auf den "Patienten"
ID_100420	Den Assistenten will der Vorgesetzte suchen. Der hat	Den Assistenten will der Vorgesetzte suchen. Der hat ein bestimmtes Programm eingeben müssen, um den Befehl auszuführen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Den Assistenten"
ID_100616	Der Schüler will den Direktor begrüßen. Er hat	Ein Geschenk für den Schultag gemalt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Schüler"
ID_100609	Der Komödiant will den Clown einladen. Er hat	Ein lustiges Fischabendessen	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Komödiant"
ID_100560	Der Künstler will den Politiker zeichnen. Der ist	von einem Skandal ins Verderben geraten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Politiker"
ID_100532	Der Sekretär will den Chef stören. Der ist	in einem wichtigen Gespräch	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	"Er ist"
ID_100644	Der Doktorand soll den Professor vertreten. Er hat	Ein Referat über ein beliebtes Hobby des Professors vorbereitet.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Professor"
ID_100595	Der Regisseur will den Schauspieler unterstützen. Dieser hat	diesen Film unbedingt in 52 Minuten abschließen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Schauspieler"
