ID_100424	Den Assistenten will der Vorgesetzte suchen. Der hat	keinen Anschluss an den Computer.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Assistenten"
ID_100452	Den Geschäftsmann will der Steuerberater warnen. Dieser ist	Dieser ist von einem Steuerprüfer überwacht worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Steuerberater"
ID_100438	Den Buchhalter soll der Auszubildende sehen. Der hat	eine besondere Fähigkeit zum Rechnungswesen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Buchhalter"
ID_100508	Den Unruhestifter will der Bäckermeister melden. Er ist	ein Jugendlicher.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Jugendlicher"
ID_100445	Den Besucher will der Abiturient erschrecken. Dieser ist	durch den plötzlichen Laut eines Schreihahns erschrocken worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Besucher"
ID_100487	Den Kameraden will der Soldat überraschen. Er ist	Er ist im Versteck.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Soldat".
ID_100641	Der Ober soll den Koch loben. Er hat	sehr gute Arbeit geleistet.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Koch"
ID_100564	Der Künstler will den Politiker zeichnen. Der ist	ein wichtiger Mann in der Stadt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Politiker"
ID_100571	Der Manager soll den Bewerber einstellen. Dieser hat	Dieser hat keine Erfahrung in diesem Bereich.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Bewerber"
ID_100620	Der Schüler will den Direktor begrüßen. Er hat	eine Präsentation vorbereitet.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Schüler"
ID_100431	Den Klassensprecher will der Lehrer loben. Der hat	eine Auszeichnung für sein Engagement erhalten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Klassensprecher"
ID_100648	Der Doktorand soll den Professor vertreten. Er hat	eine Vorlesung zu halten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Doktorand"
ID_100613	Der Komödiant will den Clown einladen. Er hat	Er hat ein besonderes Geschenk für ihn.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Komödiant". Der Satz bedeutet also: Der Komödiant will den Clown einladen. Er hat ein besonderes Geschenk für ihn.
ID_100599	Der Regisseur will den Schauspieler unterstützen. Dieser hat	diesen Auftritt noch nie gemacht.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Schauspieler"
ID_100459	Den Fachmann will der Kunde aufsuchen. Dieser ist	in einem Krankenhaus.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Fachmann"
ID_100550	Der Passant soll den Ordnungshüter informieren. Der ist	von einem Verbrechen betroffen worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Ordnungshüter"
ID_100417	Den Sieger will der Trainer ehren. Der hat	den Pokal gewonnen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Sieger"
ID_100501	Den Angestellten will der Wachmann retten. Er ist	in einem Gebäude gefangen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Angestellten"
ID_100578	Der Vater will den Sohn küssen. Dieser hat	keinen Mund.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Sohn"
ID_100585	Der Arzt will den Patienten untersuchen. Dieser hat	eine Verletzung.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Patienten"
ID_100543	Der Busfahrer will den Reiseleiter wecken. Der ist	schlafend.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Busfahrer"
ID_100403	Den Star will der Bodyguard verstecken. Der hat	einen engen Kontakt zur Mafia.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Bodyguard".
ID_100466	Den Kranken soll der Samariter pflegen. Dieser ist	von einem Unfall betroffen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Samariter"
ID_100557	Der Verkäufer soll den Dieb anzeigen. Der ist	ein Mitarbeiter in seinem Laden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Verkäufer"
ID_100494	Den Maler will der Mieter bezahlen. Er ist	von einem Unfall verletzt worden.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Maler"
ID_100480	Den Anfänger will der Fahrer überholen. Dieser ist	Dieser ist von einem Auto angefahren worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Anfänger"
ID_100473	Den Gast soll der Kellner bedienen. Dieser ist	Dieser ist von einem anderen Kellner abgelöst worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Gast"
ID_100529	Der Anwalt will den Angeklagten kontrollieren. Der ist	Der Angeklagte ist von einem Psychoexperte befragt worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Anwalt"
ID_100515	Den Verletzten muss der Sanitäter tragen. Er ist	von einem Auto angefahren worden.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Ich sehe, was ich getan habe!
