ID_105569	Die Chirurgin besorgte der Ärztin die Stelle. Sie war sehr abwechslungsreich. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_105193	Der Käufer schuldete dem Händler den Kaufpreis. Der lag im fünfstelligen Bereich. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die Kombination der Sätze ist korrekt, jedoch könnte die Aussage leicht verändert werden, um klarer zu sein: "Der Händler hatte einen Anspruch auf den Kaufpreis des Käufers. Der lag im fünfstelligen Bereich
ID_104238	Die Regisseurin empfahl dem Schauspieler die Fernsehserie. Die sah gern Komödien. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	4
ID_105559	Der Onkel leitete dem Neffen den Videoclip. Er zeigte eine Katze und eine Gurke. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die gegebene Information ist wenig klar und es gibt keine eindeutige Antwort auf die Frage, wie der Text klingt. Daher kann ich nicht eine Zahl zwischen 1 und 7 angeben.
ID_103803	Der Mitarbeiter nahm der Opernsängerin den Mantel. Er fand das angemessen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die gegebene Aussage ist aufgrund des Fehlens einer klaren Verbindung zwischen dem Mitarbeiter und der Opernsängerin sowie des Fehlens von Informationen über den Kontext oder die Bedeutung des Handelns des Mitarbeiters als Mantel des S
ID_103821	Der Mitarbeiter nahm der Opernsängerin den Mantel. Er fand das angemessen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die gegebene Aussage ist aufgrund des Fehlens einer klaren Verbindung zwischen dem Mitarbeiter und der Opernsängerin sowie des Fehlens von Informationen über den Kontext oder die Bedeutung des Handelns des Mitarbeiters als Mantel des S
ID_105396	Die Therapeutin gewöhnte der Patientin die Marotte. Die hatte bereits gefährliche Folgen. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	2
ID_104359	Der Vermieter schickte der Mieterin den Mietvertrag. Der hat aber vergessen, zu unterschreiben. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die Frage ist nicht ganz klar. Wenn Sie den Text selbst einstellen möchten, geben Sie bitte an, welche Aspekte Sie bewerten möchten (z.B. Verständlichkeit, Satzbau usw.).
ID_104965	Der Chef garantierte der Angestellten die Gehaltserhöhung. Diese war daraufhin sehr zufrieden. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Ich würde den Text mit einer 7 bewerten, da er klar und verständlich geschrieben ist.
ID_104048	Die Gastgeberin organisierte dem Redner die Hotelsuite. Die freute sich über den Besuch. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Die Gastgeberin organisierte dem Redner die Hotelsuite. Sie freute sich über den Besuch.
ID_104025	Die Anwältin erklärte dem Mandanten die Beweislage. Sie war wie immer perfekt vorbereitet. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	5
ID_104342	Der Wächter hat der Schwägerin den Geheimcode. Er war nämlich schon betrunken. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	1
ID_105351	Die Schülerin zeigte der Sitznachbarin die Formel. Diese war ziemlich kompliziert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	7
