ID_100145	Der Pfleger soll den Opa baden. Dieser hat	Dieser hat Schwierigkeiten, sich selbst zu waschen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Opa"""	1
ID_100133	Der Mieter will den Maler bezahlen. Der ist	Der ist mit dem Job zufrieden.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Mieter"""	1
ID_100067	Den Angeklagten will der Anwalt kontrollieren. Dieser ist	Dieser ist wegen Mordes angeklagt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angeklagten"""	1
ID_100211	Der Regisseur will den Schauspieler unterstützen. Er hat	Er hat ihm einige Tipps gegeben.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Regisseur"""	1
ID_100175	Der Bodyguard will den Star verstecken. Dieser hat	Dieser hat eine Bedrohung erhalten.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Star"""	1
ID_100151	Der Auszubildende soll den Buchhalter sehen. Dieser hat	Dieser hat die Buchhaltungsunterlagen überprüft.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Buchhalter"""	1
ID_100001	Den Professor soll der Doktorand vertreten. Der hat	Der hat eine Krankheit.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Doktorand"""	0
ID_100061	Den Reiseleiter will der Busfahrer wecken. Dieser ist	Dieser ist in einem Tiefschlaf gefallen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Busfahrer"""	0
ID_100157	Der Trainer will den Sieger ehren. Dieser hat	Dieser hat das Spiel gewonnen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Sieger"""	1
ID_100055	Den Dieb soll der Verkäufer anzeigen. Dieser ist	Dieser ist mit dem Diebstahl in Verbindung gebracht worden.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Dieb"""	1
ID_100019	Den Raser will der Polizist prüfen. Der hat	Der hat einen verdächtigen Schnurrbart.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Raser"""	1
ID_100037	Den Chef will der Sekretär stören. Dieser ist	Dieser ist immer sehr beschäftigt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Chef"""	1
ID_100205	Der Babysitter will den Jungen tadeln. Er hat	Er hat den Fernseher zerbrochen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Jungen"""	1
ID_100127	Der Bäckermeister will den Unruhestifter melden. Der ist	Der ist ein regelmäßiger Kunde, der immer wieder Streit mit anderen Kunden auslöst.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Unruhestifter"""	1
ID_100121	Der Sanitäter muss den Verletzten tragen. Der ist	Der ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Verletzten"""	1
