ID_100145	Der Pfleger soll den Opa baden. Dieser hat	Dieser hat Schwierigkeiten, sich selbst zu waschen, deshalb braucht er Hilfe.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	In diesem Satz bezieht sich "Dieser" auf "Opa".
ID_100133	Der Mieter will den Maler bezahlen. Der ist	Der Maler ist fertig mit der Arbeit.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Im Satz "Der Maler ist fertig mit der Arbeit", bezieht sich "der" auf den Maler.
ID_100067	Den Angeklagten will der Anwalt kontrollieren. Dieser ist	Dieser (der Angeklagte) ist vor Gericht.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den "Angeklagten".
ID_100211	Der Regisseur will den Schauspieler unterstützen. Er hat	Der Regisseur will den Schauspieler unterstützen. Er hat ihm bei der Vorbereitung seines Auftritts geholfen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Im Satz "Der Regisseur will den Schauspieler unterstützen. Er hat ihm bei der Vorbereitung seines Auftritts geholfen." bezieht sich "Er" auf den Regisseur.
ID_100175	Der Bodyguard will den Star verstecken. Dieser hat	Der Bodyguard will den Star verstecken. Der Star hat gerade einen Angriff überlebt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf "den Star".
ID_100151	Der Auszubildende soll den Buchhalter sehen. Dieser hat	Dieser hat heute Morgen eine wichtige Präsentation vorbereitet.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	In dem obigen Satz bezieht sich "dieser" auf den Buchhalter.
ID_100001	Den Professor soll der Doktorand vertreten. Der hat	Der hat krankheitsbedingt abwesend.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Professor". Der Professor ist krankheitsbedingt abwesend, daher muss der Doktorand ihn vertreten.
ID_100061	Den Reiseleiter will der Busfahrer wecken. Dieser ist	Dieser (der Reiseleiter) ist offensichtlich eingeschlafen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Reiseleiter.
ID_100157	Der Trainer will den Sieger ehren. Dieser hat	Dieser hat das Spiel gewonnen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Sieger, den der Trainer ehren will.
ID_100055	Den Dieb soll der Verkäufer anzeigen. Dieser ist	Dieser (der Dieb) ist mit einem gestohlenen Artikel erwischt worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Dieb.
ID_100019	Den Raser will der Polizist prüfen. Der hat	Den Raser will der Polizist prüfen. Der hat ohne Helm gefahren.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Im von Ihnen angegebenen Satz bezieht sich "Der" auf den Raser.
ID_100037	Den Chef will der Sekretär stören. Dieser ist	Dieser (der Chef) ist gerade in einer wichtigen Besprechung.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf "den Chef".
ID_100205	Der Babysitter will den Jungen tadeln. Er hat	Der Babysitter will den Jungen tadeln. Er hat seine Hausaufgaben nicht gemacht.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Im von Ihnen angegebenen Satz bezieht sich "er" auf den Jungen.
ID_100127	Der Bäckermeister will den Unruhestifter melden. Der ist	Der Unruhestifter ist wohl sehr laut oder stört die Ruhe im Bäckerei-Geschäft in einer anderen Weise. Ohne weitere Informationen kann ich das genaue Verhalten des Unruhestifters nicht angeben. Kannst du mehr Details geben?	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf den "Unruhestifter".
ID_100121	Der Sanitäter muss den Verletzten tragen. Der ist	von einem Auto angefahren worden. Er benötigt dringend medizinische Versorgung.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	In dem Satz "Der ist von einem Auto angefahren worden" bezieht sich "Der" auf "Verletzten".
ID_100025	Den Direktor will der Schüler begrüßen. Der hat	Den Direktor will der Schüler begrüßen. Der hat vorher eine wichtige Nachricht für ihn.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Im von Ihnen angegebenen Kontext bezieht sich "der" auf den Direktor.
ID_100139	Der Wachmann will den Angestellten retten. Der ist	Der Angestellte ist in Gefahr oder in Not. Ohne weitere Kontextinformationen kann ich dies nur allgemein formulieren. Würden Sie bitte den Satz ergänzen oder mehr Informationen geben?	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf den "Angestellten".
ID_100079	Den Anfänger will der Fahrer überholen. Er ist	Er ist in einem langsameren Tempo unterwegs.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Das "Er" bezieht sich auf den Anfänger, den der Fahrer überholen will.
ID_100109	Der Soldat will den Kameraden überraschen. Der ist	Der Soldat will den Kameraden überraschen. Der Kamerade ist verreist.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "Kamerade". Der Kamerade ist verreist, deshalb will der Soldat den Kameraden überraschen, wenn dieser zurückkehrt.
ID_100163	Der Lehrer will den Klassensprecher loben. Dieser hat	Dieser hat ausgezeichnete Arbeit geleistet und die Klasse gut vertreten.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	In dem Satz bezieht sich "Dieser" auf den Klassensprecher.
ID_100181	Der Vater will den Sohn küssen. Er hat	Es fehlt hier noch ein Kontext. Möglicherweise könntest du den Satz wie folgt vervollständigen: "Der Vater will den Sohn küssen. Er hat den ganzen Tag gearbeitet und freut sich jetzt darauf, ihn zu sehen."	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem vorgeschlagenen Satz vervollständigt sich "Er" auf "der Vater". Also, "Er hat den ganzen Tag gearbeitet" bedeutet, dass der Vater den ganzen Tag gearbeitet hat.
ID_100193	Der Student will den Dozenten treffen. Er hat	Es fehlt hier ein Kontext, aber ich kann den Satz so vervollständigen: "Der Student will den Dozenten treffen. Er hat einen Termin mit ihm vereinbart." Hier bezieht sich "Er" auf den Studenten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem Satz "Der Student will den Dozenten treffen. Er hat einen Termin mit ihm vereinbart," bezieht sich "Er" auf den Studenten.
ID_100199	Der Manager soll den Bewerber einstellen. Er hat	Es fehlt hier ein Kontext, aber ich kann den Satz so vervollständigen: "Der Manager soll den Bewerber einstellen. Er hat einen sehr guten Eindruck gemacht und entspricht perfekt den Anforderungen des Jobs."	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Im von mir vervollständigten Satz bezieht sich "Er" auf den Bewerber.
ID_100115	Der Pförtner soll den Hausmeister benachrichtigen. Der ist	Der Hausmeister ist nicht verfügbar. Er ist möglicherweise auf einer Reparatur oder Pause.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	In dem Satz bezieht sich "Der" auf den Hausmeister.
ID_100169	Der Vorgesetzte will den Assistenten suchen. Dieser hat	Um den Satz vollständig zu machen, könnte man beispielsweise sagen: "Der Vorgesetzte will den Assistenten suchen. Dieser hat sich ohne Abschiedsnote verabschiedet."	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	In dem Satz bezieht sich "Dieser" auf den Assistenten.
ID_100073	Den Kranken soll der Samariter pflegen. Er ist	Es wäre hilfreich, wenn Sie mir mehr Kontext geben könnten. Aber basierend auf dem gegebenen Satz, könnte "Er" sich auf den Kranken beziehen. Also könnte der Satz so weitergeführt werden: "Den Kranken soll der Samariter pflegen. Er ist	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem Satz "Den Kranken soll der Samariter pflegen. Er ist" bezieht sich "Er" höchstwahrscheinlich auf den Kranken. Ohne weitere Kontextinformation kann es aber auch theoretisch auf den Samariter hinweisen. Allerdings ist es in der Regel unidi
ID_100097	Den Fachmann will der Kunde aufsuchen. Er ist	Es ist nicht ganz klar, was "Er" in diesem Kontext ist. Könnten Sie bitte mehr Informationen oder Kontext bereitstellen?	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem von mir ergänzten Satz bezieht sich "Er" auf "den Fachmann". Der Satz könnte also lauten: "Den Fachmann will der Kunde aufsuchen. Er (der Fachmann) ist..."
ID_100031	Den Clown will der Komödiant einladen. Der hat	Den Clown will der Komödiant einladen. Der Clown hat bereits andere Einladungen erhalten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	In dem Satz "Den Clown will der Komödiant einladen. Der Clown hat bereits andere Einladungen erhalten." bezieht sich das "Der" auf "Clown".
ID_100049	Den Ordnungshüter soll der Passant informieren. Dieser ist	Dieser Passant ist Zeuge des Vorfalls.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Passanten.
ID_100085	Den Gast soll der Kellner bedienen. Er ist	"Er" bezieht sich auf den Gast. Eine mögliche Fortsetzung könnte lauten: "Er ist gerade an den Tisch gekommen und schaut sich suchend um."	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem Satz bezieht sich "er" auf den Gast.
ID_100187	Der Arzt will den Patienten untersuchen. Er hat	Der Arzt will den Patienten untersuchen. Der Patient hat vermutlich Symptome oder Verletzungen, die untersucht werden müssen. Ohne weitere Informationen kann ich dies jedoch nicht präziser formulieren.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	In dem Satz "Der Arzt will den Patienten untersuchen. Er hat..." bezieht sich "Er" auf den Patienten.
ID_100103	Den Geschäftsmann will der Steuerberater warnen. Er ist	Er ist in Gefahr, wichtige Deadlines des Steuerrecht zu verpassen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Im von Ihnen angegebenen Satz bezieht sich "er" auf den Geschäftsmann.
ID_100013	Den Abenteurer soll der Journalist fotografieren. Der hat	Den Abenteurer soll der Journalist fotografieren. Der hat (den Berg) erst kürzlich bezwungen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Das "Der" bezieht sich auf "den Abenteurer".
ID_100043	Den Politiker will der Künstler zeichnen. Dieser ist	Dieser ist der Politiker, den der Künstler zeichnen will.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Das "Dieser" bezieht sich auf den Politiker, den der Künstler zeichnen will.
ID_100091	Den Besucher will der Abiturient erschrecken. Er ist	Es wäre hilfreich, wenn du den Satz ergänzt oder vervollständigst. Auf welche Weise soll der Abiturient den Besucher erschrecken? Ohne weitere Informationen kann ich nur raten, was "er" sein könnte.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Entschuldigung für das Ungewissheit, aber Sie haben den Satz nicht vollständig oder ergänzt. Wenn "er" im Kontext von "Den Besucher will der Abiturient erschrecken. Er ist..." steht, könnte "er" entweder den Abiturient
ID_100007	Den Koch soll der Ober loben. Der hat	Den Koch soll der Ober loben. Der hat heute besonders gut zubereitet.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Im von Ihnen angegebenen Satz bezieht sich "der" auf den Koch.
