ID_100133	Der Mieter will den Maler bezahlen. Der ist	Der ist mit der Arbeit fertig.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Maler"""	1
ID_100151	Der Auszubildende soll den Buchhalter sehen. Dieser hat	Er hat Fehler in der Buchhaltung gemacht.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Buchhalter"""	1
ID_100061	Den Reiseleiter will der Busfahrer wecken. Dieser ist	Er ist eingeschlafen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Reiseleiter"""	1
ID_100157	Der Trainer will den Sieger ehren. Dieser hat	Der Trainer will den Sieger ehren. Dieser hat das Rennen gewonnen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Sieger"""	1
ID_100037	Den Chef will der Sekretär stören. Dieser ist	Er ist mit einer dringenden Angelegenheit beschäftigt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Chef"""	1
ID_100205	Der Babysitter will den Jungen tadeln. Er hat	Er hat ein Sandwich aus der Küche gestohlen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Jungen"""	1
ID_100127	Der Bäckermeister will den Unruhestifter melden. Der ist	Der Bäckermeister will den Unruhestifter melden. Der ist in der Bäckerei eingedrungen und hat dort Sachbeschädigung verursacht.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Unruhestifter"""	1
ID_100019	Den Raser will der Polizist prüfen. Der hat	Den Raser will der Polizist prüfen. Der hat einen Unfall verursacht.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Raser"""	1
ID_100121	Der Sanitäter muss den Verletzten tragen. Der ist	Er ist verletzt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Verletzten"""	1
ID_100025	Den Direktor will der Schüler begrüßen. Der hat	Der hat die Schule verlassen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Direktor"""	1
ID_100211	Der Regisseur will den Schauspieler unterstützen. Er hat	Er hat einen schwierigen Monolog zu lernen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Schauspieler"""	1
ID_100145	Der Pfleger soll den Opa baden. Dieser hat	Er hat seine Enkelkinder besucht.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Opa"""	1
ID_100001	Den Professor soll der Doktorand vertreten. Der hat	Der hat heute frei.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Professor"""	1
ID_100079	Den Anfänger will der Fahrer überholen. Er ist	Er ist nicht aufmerksam.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fahrer"""	1
ID_100163	Der Lehrer will den Klassensprecher loben. Dieser hat	Der Lehrer will den Klassensprecher loben. Dieser hat gute Leistungen erbracht.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Klassensprecher"""	1
ID_100181	Der Vater will den Sohn küssen. Er hat	Er hat die ganze Nacht nicht geschlafen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Vater"""	1
ID_100193	Der Student will den Dozenten treffen. Er hat	Er hat keine Zeit, weil er zu viele Fächer belegt.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Student"""	1
ID_100109	Der Soldat will den Kameraden überraschen. Der ist	Der Soldat will den Kameraden überraschen. Der ist noch nicht zurückgekehrt vom Einsatz.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kameraden"""	1
ID_100169	Der Vorgesetzte will den Assistenten suchen. Dieser hat	Diesen hat	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Assistenten"""	0
ID_100115	Der Pförtner soll den Hausmeister benachrichtigen. Der ist	Der ist zu spät dran.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Pförtner"""	0
ID_100073	Den Kranken soll der Samariter pflegen. Er ist	Er ist ein guter Mensch.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Samariter"""	1
ID_100049	Den Ordnungshüter soll der Passant informieren. Dieser ist	Er ist mit einem Radfahrer zusammengeprallt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Passant"""	1
ID_100031	Den Clown will der Komödiant einladen. Der hat	Den Clown will der Komödiant einladen. Der hat gerade eine Vorstellung beendet.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Clown"""	1
ID_100085	Den Gast soll der Kellner bedienen. Er ist	Er ist nicht zufrieden mit dem Service.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Gast"""	1
ID_100097	Den Fachmann will der Kunde aufsuchen. Er ist	Er ist um Rat gefragt worden.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fachmann"""	1
ID_100139	Der Wachmann will den Angestellten retten. Der ist	Der ist von einem Betonpfeiler eingeklemmt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angestellten"""	1
ID_100103	Den Geschäftsmann will der Steuerberater warnen. Er ist	Er ist mit seinen Steuervorbereitungen zu spät dran.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Geschäftsmann"""	1
ID_100013	Den Abenteurer soll der Journalist fotografieren. Der hat	Den Abenteurer soll der Journalist fotografieren. Der hat eine wunderschöne Landschaft entdeckt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Abenteurer"""	1
ID_100187	Der Arzt will den Patienten untersuchen. Er hat	Er hat einen Husten.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Patienten"""	1
ID_100043	Den Politiker will der Künstler zeichnen. Dieser ist	Den Politiker will der Künstler zeichnen. Dieser ist heute in den Nachrichten.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Politiker"""	1
ID_100055	Den Dieb soll der Verkäufer anzeigen. Dieser ist	Den Dieb soll der Verkäufer anzeigen. Dieser ist aus dem Laden gekommen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Dieb"""	1
ID_100175	Der Bodyguard will den Star verstecken. Dieser hat	Er hat seine Privatsphäre verletzt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Star"""	1
ID_100007	Den Koch soll der Ober loben. Der hat	Den Koch soll der Ober loben. Der hat einen neuen Rezeptbuch gekauft.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Koch"""	1
ID_100199	Der Manager soll den Bewerber einstellen. Er hat	Er hat das Interview gut gemacht.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Bewerber"""	1
ID_100091	Den Besucher will der Abiturient erschrecken. Er ist	Er ist völlig überrascht.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Besucher"""	1
ID_100067	Den Angeklagten will der Anwalt kontrollieren. Dieser ist	Den Angeklagten will der Anwalt kontrollieren. Dieser ist nicht bereit für das Verhör.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angeklagten"""	1
