ID_100731	Den Star will der Bodyguard verstecken. Dieser hat	diesen bereits in seinem Wagen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Bodyguard"
ID_100857	Der Künstler will den Politiker zeichnen. Dieser ist	Dieser ist sehr bekannt und hat eine wichtige Rolle in der Gesellschaft.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Politiker"
ID_100780	Der Komödiant will den Clown einladen. Der hat	...eine Vorstellung im Theater.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Komödiant"
ID_100766	Den Jungen will der Babysitter tadeln. Er hat	...das Fenster nicht geschlossen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Jungen", da "Er" als Pronomen für den Jungen verwendet wird.
ID_100787	Der Polizist will den Raser prüfen. Der hat	den Verkehr verletzt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Polizist"
ID_100864	Der Kunde will den Fachmann aufsuchen. Er ist	Er ist Arzt oder Sanitäter, da er sich um den Verletzten kümmern muss.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Fachmann"
ID_100871	Der Fahrer will den Anfänger überholen. Er ist	zu schnell gefahren und hat den Verletzten angefahren.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Fahrer"
ID_100773	Den Patienten will der Arzt untersuchen. Er hat	eine Verletzung am Arm.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Arzt"
ID_100885	Der Steuerberater will den Geschäftsmann warnen. Er ist	erstarrt vor Schreck, weil er weiß, dass der Geschäftsmann einen finanziellen Zusammenbruch erleiden könnte, wenn er nicht handelt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Steuerberater"
ID_100878	Der Samariter soll den Kranken pflegen. Er ist	Er ist von einem Unfall betroffen. (Ich habe "Kranken" in "Samariter" umgewandelt, da "Samariter" normalerweise ein Sanitäter oder Helfer ist, der einen Kranken pflegt.)	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Samariter"
ID_100675	Den Unruhestifter will der Bäckermeister melden. Der ist	ein ständiger Ärger für die Kunden in seinem Laden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Bäckermeister"
ID_100829	Der Verkäufer soll den Dieb anzeigen. Dieser ist	durch die Kamera erkannt worden.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Dieb"
ID_100696	Den Assistenten will der Vorgesetzte suchen. Dieser hat	diesen wichtigen Bericht.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Assistenten"
ID_100801	Der Journalist soll den Abenteurer fotografieren. Der hat	eine spektakuläre Geschichte zu erzählen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Journalisten" oder "Abenteurer" - es ist nicht klar, auf wen genau sich das Pronomen "Der" bezieht. Eine genauere Formulierung wäre nötig, um die Bedeutung des Satzes zu klären.
ID_100808	Der Doktorand soll den Professor vertreten. Der hat	eine Vorlesung zu halten.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Professor"
ID_100815	Der Ober soll den Koch loben. Der hat	den besten Braten des Jahres gekocht.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Koch"
ID_100738	Den Bewerber soll der Manager einstellen. Er hat	erwiesener sich als sehr kompetent in den Vorstellungsgesprächen und hat die Anforderungen für den Job vollständig erfüllt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Bewerber"
ID_100710	Den Opa soll der Pfleger baden. Dieser ist	Dieser ist sehr schwerhörig und benötigt daher eine klare Anweisung, dass er den Opa baden soll.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Pfleger"
ID_100843	Der Anwalt will den Angeklagten kontrollieren. Dieser ist	Dieser ist in einer Zelle untergebracht und wird von einem Sicherheitsbeamten begleitet.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Angeklagten"
ID_100899	Der Kellner soll den Gast bedienen. Er ist	erkrankt und kann nicht arbeiten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Kellner"
ID_100703	Den Klassensprecher will der Lehrer loben. Dieser hat	Dieser hat in der letzten Woche ein großartiges Projekt durchgeführt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Klassensprecher"
ID_100745	Den Schauspieler will der Regisseur unterstützen. Er hat	eine wichtige Rolle in dem Stück.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Regisseur"
ID_100717	Den Sieger will der Trainer ehren. Dieser hat	diesen Titel bei einem wichtigen Turnier gewonnen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Sieger", also den Gewinner des Turniers.
