ID_104304	Der Türsteher verweigerte der Besucherin den Zutritt. Er war etwas unhöflich. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_104740	Der Gastgeber organisierte der Rednerin die Hotelsuite. Sie freute sich über die Einladung. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_104329	Der Verkäufer lieh der Interessentin den Autoschlüssel. Der war voller Hoffnung. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt seltsam. Die Verbindung zwischen dem Verkäufer, der Interessentin, dem Autoschlüssel und der Hoffnung ist unklar. Es ist nicht klar, wie der Autoschlüssel mit der Hoffnung zusammenhängt.
ID_104544	Die Klientin überwies dem Detektiv den Betrag. Er war bekanntlich sehr diskret. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_104204	Die Kollegin führte dem Neuen die Prozedur. Die war dabei sehr sorgfältig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	Der Text klingt ziemlich gut, aber es gibt ein paar kleine Verbesserungsmöglichkeiten. Hier ist eine Überarbeitung:
ID_105352	Die Schülerin zeigte der Sitznachbarin die Formel. Die war ziemlich kompliziert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_105488	Die Lieferantin baute der Kundin die Kommode. Diese war sehr geräumig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	4
ID_103758	Der Enkel malte der Großmutter den Garten. Dieser wurde erst am späten Abend langsam müde. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	2
ID_105821	Der Arbeitgeber zeigte dem Bewerber den Arbeitsvertrag. Dieser war ohne Zweifel rechtsgültig. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	6
ID_103959	Die Eigentümerin vermietete dem Anwohner die Parkfläche. Diese war froh über den langfristigen Vertrag. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	3
ID_103795	Der Unternehmer stellte der Bankangestellten den Kostenplan. Der war dabei sehr konzentriert. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)	4
