ID_100718	Den Sieger will der Trainer ehren. Dieser hat	Diese Aufgabe erledigt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Trainer"
ID_100753	Den Sohn will der Vater küssen. Er hat	Er hat ein Baby bekommen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf das Baby
ID_100711	Den Opa soll der Pfleger baden. Dieser ist	Dieser hat Schwierigkeiten beim Gehen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Pfleger"
ID_100858	Der Künstler will den Politiker zeichnen. Dieser ist	Dieser ist bekannt für seine kontroversen Meinungen.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Politiker"
ID_100886	Der Steuerberater will den Geschäftsmann warnen. Er ist	Er ist seit einiger Zeit in Schwierigkeiten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Geschäftsmann"
ID_100830	Der Verkäufer soll den Dieb anzeigen. Dieser ist	Dieser hat das Geschäft geraubt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Dieb"
ID_100683	Den Verletzten muss der Sanitäter tragen. Der ist	Der mit einem Auto angefahren worden.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Verletzten"
ID_100767	Den Jungen will der Babysitter tadeln. Er hat	Er hat in der Küche auf die Marmelade gefallen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Babysitter"
ID_100746	Den Schauspieler will der Regisseur unterstützen. Er hat	Er hat bereits mehrere Schauspielunterrichtskurse absolviert.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Schauspieler"
ID_100760	Den Dozenten will der Student treffen. Er hat	Er hat bereits eine Vorlage für die Hausarbeit erstellt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Student"
ID_100900	Der Kellner soll den Gast bedienen. Er ist	Er hat eine Bestellung aufgegeben.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Gast"
ID_100739	Den Bewerber soll der Manager einstellen. Er hat	Er hat mehr als fünf Jahre Erfahrung in diesem Bereich.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Bewerber"
ID_100781	Der Komödiant will den Clown einladen. Der hat	Der hat nicht genug Platz in seinem Zirkus.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Komödiant"
ID_100697	Den Assistenten will der Vorgesetzte suchen. Dieser hat	Den Vorgesetzten verloren.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Vorgesetzten"
ID_100893	Der Abiturient will den Besucher erschrecken. Er ist	Er ist dazu gekommen, um einige Fragen zu stellen.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Besucher"
ID_100704	Den Klassensprecher will der Lehrer loben. Dieser hat	Diese gut vorbereitet und konzentriert.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Klassensprecher"
ID_100655	Den Kameraden will der Soldat überraschen. Der ist	Der Soldat in der Ferne.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Kameraden"
ID_100774	Den Patienten will der Arzt untersuchen. Er hat	Er hat Müdigkeit und Schmerzen in der Brust.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Patienten"
ID_100732	Den Star will der Bodyguard verstecken. Dieser hat	Diesen von einem Gegner verfolgt.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Star"
ID_100809	Der Doktorand soll den Professor vertreten. Der hat	Der Professor hat einen Termin vergessen.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Doktorand"
ID_100690	Den Hausmeister soll der Pförtner benachrichtigen. Der ist	Der Hausmeister soll den Pförtner benachrichtigen. Der ist	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Hausmeister"
